name,layer_type,batch_input_shape,batch_output_shape,connected_to,params,filters,kernel_size,activation,padding,strides,pool_size,units,dtype,trainable,function_type,use_bias,axis,scale,moving_mean_initializer,bias_regularizer,moving_variance_initializer,gamma_constraint,arguments,bias_initializer,beta_regularizer,output_shape,momentum,output_shape_type,function,gamma_initializer,kernel_initializer,kernel_constraint,epsilon,beta_initializer,activity_regularizer,beta_constraint,center,bias_constraint,data_format,dilation_rate,kernel_regularizer,sparse,gamma_regularizer
conv2d_28,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_2_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_28,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_28,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_28,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_28,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_26,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_2_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_29,Conv2D,"(None, 25, 25, 32)","(None, 25, 25, 48)",activation_28,13824,48,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_26,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_26,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_29,BatchNormalization,"(None, 25, 25, 48)","(None, 25, 25, 48)",conv2d_29,144,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_26,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_26,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_29,Activation,"(None, 25, 25, 48)","(None, 25, 25, 48)",batch_normalization_29,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_25,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_2_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_27,Conv2D,"(None, 25, 25, 32)","(None, 25, 25, 32)",activation_26,9216,32,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_30,Conv2D,"(None, 25, 25, 48)","(None, 25, 25, 64)",activation_29,27648,64,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_25,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_25,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_27,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_27,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_30,BatchNormalization,"(None, 25, 25, 64)","(None, 25, 25, 64)",conv2d_30,192,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_25,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_25,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_27,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_27,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_30,Activation,"(None, 25, 25, 64)","(None, 25, 25, 64)",batch_normalization_30,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block35_3_mixed,Concatenate,"[(None, 25, 25, 32), (None, 25, 25, 32), (None, 25, 25, 64)]","(None, 25, 25, 128)",activation_25/activation_27/activation_30,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block35_3_conv,Conv2D,"(None, 25, 25, 128)","(None, 25, 25, 320)",block35_3_mixed,41280,320,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block35_3,Lambda,"[(None, 25, 25, 320), (None, 25, 25, 320)]","(None, 25, 25, 320)",block35_2_ac/block35_3_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.17},,,"(25, 25, 320)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block35_3_ac,Activation,"(None, 25, 25, 320)","(None, 25, 25, 320)",block35_3,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_34,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_3_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_34,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_34,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_34,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_34,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_32,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_3_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_35,Conv2D,"(None, 25, 25, 32)","(None, 25, 25, 48)",activation_34,13824,48,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_32,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_32,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_35,BatchNormalization,"(None, 25, 25, 48)","(None, 25, 25, 48)",conv2d_35,144,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_32,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_32,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_35,Activation,"(None, 25, 25, 48)","(None, 25, 25, 48)",batch_normalization_35,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_31,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_3_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_33,Conv2D,"(None, 25, 25, 32)","(None, 25, 25, 32)",activation_32,9216,32,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_36,Conv2D,"(None, 25, 25, 48)","(None, 25, 25, 64)",activation_35,27648,64,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_31,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_31,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_33,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_33,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_36,BatchNormalization,"(None, 25, 25, 64)","(None, 25, 25, 64)",conv2d_36,192,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_31,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_31,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_33,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_33,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_36,Activation,"(None, 25, 25, 64)","(None, 25, 25, 64)",batch_normalization_36,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block35_4_mixed,Concatenate,"[(None, 25, 25, 32), (None, 25, 25, 32), (None, 25, 25, 64)]","(None, 25, 25, 128)",activation_31/activation_33/activation_36,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block35_4_conv,Conv2D,"(None, 25, 25, 128)","(None, 25, 25, 320)",block35_4_mixed,41280,320,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block35_4,Lambda,"[(None, 25, 25, 320), (None, 25, 25, 320)]","(None, 25, 25, 320)",block35_3_ac/block35_4_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.17},,,"(25, 25, 320)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block35_4_ac,Activation,"(None, 25, 25, 320)","(None, 25, 25, 320)",block35_4,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_40,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_4_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_40,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_40,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_40,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_40,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_38,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_4_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_41,Conv2D,"(None, 25, 25, 32)","(None, 25, 25, 48)",activation_40,13824,48,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_38,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_38,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_41,BatchNormalization,"(None, 25, 25, 48)","(None, 25, 25, 48)",conv2d_41,144,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_38,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_38,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_41,Activation,"(None, 25, 25, 48)","(None, 25, 25, 48)",batch_normalization_41,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_37,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_4_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_39,Conv2D,"(None, 25, 25, 32)","(None, 25, 25, 32)",activation_38,9216,32,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_42,Conv2D,"(None, 25, 25, 48)","(None, 25, 25, 64)",activation_41,27648,64,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_37,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_37,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_39,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_39,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_42,BatchNormalization,"(None, 25, 25, 64)","(None, 25, 25, 64)",conv2d_42,192,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_37,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_37,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_39,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_39,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_42,Activation,"(None, 25, 25, 64)","(None, 25, 25, 64)",batch_normalization_42,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block35_5_mixed,Concatenate,"[(None, 25, 25, 32), (None, 25, 25, 32), (None, 25, 25, 64)]","(None, 25, 25, 128)",activation_37/activation_39/activation_42,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block35_5_conv,Conv2D,"(None, 25, 25, 128)","(None, 25, 25, 320)",block35_5_mixed,41280,320,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block35_5,Lambda,"[(None, 25, 25, 320), (None, 25, 25, 320)]","(None, 25, 25, 320)",block35_4_ac/block35_5_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.17},,,"(25, 25, 320)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block35_5_ac,Activation,"(None, 25, 25, 320)","(None, 25, 25, 320)",block35_5,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_46,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_5_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_46,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_46,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_46,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_46,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_44,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_5_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_47,Conv2D,"(None, 25, 25, 32)","(None, 25, 25, 48)",activation_46,13824,48,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_44,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_44,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_47,BatchNormalization,"(None, 25, 25, 48)","(None, 25, 25, 48)",conv2d_47,144,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_44,Activation,"(None, 25, 25, 32)","(None, 25, 25, 32)",batch_normalization_44,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_47,Activation,"(None, 25, 25, 48)","(None, 25, 25, 48)",batch_normalization_47,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_43,Conv2D,"(None, 25, 25, 320)","(None, 25, 25, 32)",block35_5_ac,10240,32,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_45,Conv2D,"(None, 25, 25, 32)","(None, 25, 25, 32)",activation_44,9216,32,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_48,Conv2D,"(None, 25, 25, 48)","(None, 25, 25, 64)",activation_47,27648,64,"(3, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_43,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_43,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_45,BatchNormalization,"(None, 25, 25, 32)","(None, 25, 25, 32)",conv2d_45,96,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
